tempo,caminhada_1,caminhada_2,caminhada_3,caminhada_4,caminhada_5,caminhada_6,caminhada_7,caminhada_8,caminhada_9,caminhada_10
8311,-43.0,-35.0,-143.0,-13.0,3.0,97.0,-13.0,65.0,67.0,-75.0
8312,-42.0,-34.0,-142.0,-14.0,2.0,96.0,-12.0,66.0,68.0,-76.0
8313,-43.0,-35.0,-141.0,-13.0,3.0,95.0,-13.0,67.0,69.0,-75.0
8314,-44.0,-36.0,-140.0,-12.0,2.0,94.0,-14.0,68.0,70.0,-76.0
8315,-45.0,-37.0,-141.0,-13.0,1.0,93.0,-15.0,67.0,69.0,-77.0
8316,-46.0,-38.0,-140.0,-12.0,2.0,92.0,-16.0,66.0,70.0,-76.0
8317,-45.0,-37.0,-139.0,-11.0,3.0,93.0,-15.0,67.0,71.0,-75.0
8318,-44.0,-36.0,-140.0,-12.0,2.0,94.0,-14.0,68.0,70.0,-76.0
8319,-45.0,-37.0,-141.0,-13.0,1.0,93.0,-13.0,69.0,71.0,-75.0
8320,-44.0,-36.0,-140.0,-12.0,2.0,94.0,-12.0,70.0,72.0,-74.0
8321,-43.0,-35.0,-139.0,-11.0,3.0,95.0,-11.0,71.0,73.0,-73.0
8322,-44.0,-36.0,-140.0,-10.0,4.0,96.0,-12.0,70.0,72.0,-72.0
8323,-43.0,-35.0,-139.0,-11.0,3.0,95.0,-13.0,71.0,73.0,-71.0
8324,-42.0,-36.0,-140.0,-10.0,2.0,94.0,-12.0,72.0,72.0,-70.0
8325,-43.0,-35.0,-141.0,-9.0,1.0,95.0,-11.0,71.0,73.0,-71.0
8326,-42.0,-34.0,-140.0,-8.0,2.0,96.0,-10.0,72.0,74.0,-70.0
8327,-41.0,-33.0,-139.0,-7.0,3.0,97.0,-9.0,73.0,75.0,-69.0
8328,-40.0,-34.0,-140.0,-6.0,2.0,96.0,-8.0,74.0,74.0,-68.0
8329,-39.0,-33.0,-139.0,-5.0,1.0,95.0,-9.0,73.0,75.0,-67.0
8330,-38.0,-32.0,-138.0,-4.0,2.0,96.0,-8.0,74.0,76.0,-66.0
8331,-39.0,-33.0,-139.0,-5.0,1.0,95.0,-9.0,73.0,75.0,-67.0
8332,-40.0,-34.0,-138.0,-4.0,0.0,94.0,-8.0,74.0,74.0,-68.0
8333,-41.0,-35.0,-139.0,-5.0,-1.0,93.0,-9.0,73.0,73.0,-69.0
8334,-42.0,-34.0,-140.0,-4.0,-2.0,94.0,-10.0,72.0,74.0,-70.0
8335,-41.0,-35.0,-139.0,-5.0,-1.0,93.0,-11.0,73.0,73.0,-69.0
8336,-40.0,-36.0,-138.0,-4.0,-2.0,94.0,-10.0,72.0,74.0,-68.0
8337,-41.0,-37.0,-139.0,-3.0,-1.0,95.0,-11.0,71.0,73.0,-69.0
8338,-42.0,-36.0,-140.0,-2.0,0.0,94.0,-10.0,70.0,72.0,-68.0
8339,-43.0,-35.0,-141.0,-1.0,1.0,93.0,-9.0,69.0,73.0,-67.0
8340,-42.0,-36.0,-140.0,-2.0,2.0,92.0,-8.0,70.0,72.0,-66.0
8341,-43.0,-35.0,-139.0,-3.0,1.0,93.0,-7.0,69.0,73.0,-65.0
8342,-44.0,-34.0,-138.0,-4.0,2.0,94.0,-8.0,70.0,74.0,-66.0
8343,-45.0,-35.0,-137.0,-3.0,1.0,93.0,-7.0,71.0,75.0,-67.0
8344,-44.0,-36.0,-136.0,-4.0,0.0,94.0,-8.0,72.0,76.0,-68.0
8345,-43.0,-35.0,-135.0,-5.0,-1.0,93.0,-9.0,73.0,77.0,-67.0
8346,-42.0,-34.0,-134.0,-4.0,0.0,92.0,-10.0,72.0,76.0,-68.0
8347,-41.0,-35.0,-135.0,-3.0,-1.0,91.0,-9.0,71.0,75.0,-67.0
8348,-40.0,-36.0,-136.0,-2.0,-2.0,90.0,-8.0,72.0,74.0,-66.0
8349,-39.0,-37.0,-137.0,-1.0,-3.0,89.0,-7.0,71.0,73.0,-65.0
8350,-40.0,-38.0,-136.0,0.0,-4.0,88.0,-8.0,72.0,74.0,-66.0
8351,-39.0,-37.0,-135.0,1.0,-3.0,89.0,-7.0,73.0,73.0,-67.0
8352,-38.0,-38.0,-134.0,0.0,-4.0,90.0,-8.0,74.0,74.0,-68.0
8353,-37.0,-37.0,-133.0,1.0,-3.0,91.0,-7.0,75.0,75.0,-67.0
8354,-36.0,-36.0,-132.0,2.0,-4.0,90.0,-8.0,74.0,74.0,-66.0
8355,-35.0,-35.0,-133.0,1.0,-3.0,91.0,-7.0,73.0,73.0,-65.0
8356,-34.0,-36.0,-132.0,0.0,-4.0,92.0,-8.0,74.0,72.0,-66.0
8357,-33.0,-37.0,-131.0,-1.0,-3.0,91.0,-7.0,73.0,73.0,-65.0
8358,-32.0,-38.0,-132.0,0.0,-2.0,90.0,-8.0,74.0,74.0,-66.0
8359,-31.0,-37.0,-131.0,1.0,-1.0,91.0,-9.0,73.0,73.0,-67.0
8360,-32.0,-38.0,-132.0,2.0,0.0,92.0,-10.0,72.0,72.0,-68.0
8361,-31.0,-39.0,-133.0,3.0,-1.0,91.0,-9.0,71.0,71.0,-67.0
8362,-32.0,-38.0,-132.0,2.0,-2.0,92.0,-10.0,70.0,72.0,-66.0
8363,-33.0,-37.0,-133.0,1.0,-1.0,91.0,-9.0,71.0,71.0,-65.0
8364,-32.0,-38.0,-132.0,0.0,0.0,90.0,-10.0,72.0,70.0,-64.0
8365,-31.0,-39.0,-131.0,-1.0,1.0,89.0,-9.0,71.0,71.0,-65.0
8366,-30.0,-40.0,-130.0,0.0,0.0,90.0,-8.0,70.0,72.0,-64.0
8367,-29.0,-39.0,-131.0,-1.0,1.0,91.0,-7.0,69.0,71.0,-63.0
8368,-28.0,-38.0,-132.0,-2.0,2.0,92.0,-8.0,68.0,72.0,-62.0
8369,-27.0,-37.0,-131.0,-1.0,3.0,93.0,-9.0,67.0,71.0,-63.0
8370,-28.0,-38.0,-130.0,0.0,2.0,92.0,-8.0,68.0,72.0,-64.0
8371,-29.0,-37.0,-131.0,1.0,1.0,93.0,-9.0,69.0,71.0,-63.0
8372,-28.0,-38.0,-132.0,2.0,2.0,92.0,-10.0,70.0,72.0,-64.0
8373,-27.0,-37.0,-133.0,1.0,3.0,93.0,-11.0,69.0,71.0,-63.0
8374,-26.0,-38.0,-134.0,2.0,4.0,92.0,-10.0,70.0,70.0,-64.0
8375,-25.0,-39.0,-133.0,1.0,3.0,93.0,-11.0,71.0,69.0,-65.0
8376,-26.0,-40.0,-134.0,0.0,2.0,94.0,-10.0,72.0,70.0,-64.0
8377,-25.0,-41.0,-133.0,1.0,1.0,95.0,-11.0,71.0,71.0,-65.0
8378,-24.0,-40.0,-134.0,0.0,0.0,96.0,-10.0,70.0,70.0,-66.0
8379,-23.0,-41.0,-133.0,-1.0,1.0,95.0,-9.0,69.0,71.0,-67.0
8380,-22.0,-42.0,-132.0,-2.0,2.0,96.0,-10.0,70.0,70.0,-66.0
8381,-23.0,-43.0,-133.0,-1.0,3.0,97.0,-9.0,69.0,69.0,-67.0
8382,-24.0,-42.0,-134.0,-2.0,4.0,96.0,-8.0,70.0,68.0,-66.0
8383,-25.0,-43.0,-133.0,-1.0,5.0,95.0,-9.0,71.0,69.0,-65.0
8384,-24.0,-44.0,-132.0,0.0,4.0,96.0,-10.0,70.0,70.0,-66.0
8385,-23.0,-43.0,-133.0,-1.0,3.0,97.0,-9.0,69.0,69.0,-67.0
8386,-24.0,-42.0,-134.0,0.0,2.0,96.0,-8.0,68.0,70.0,-68.0
8387,-25.0,-41.0,-135.0,1.0,1.0,97.0,-9.0,69.0,69.0,-67.0
8388,-24.0,-40.0,-136.0,0.0,2.0,98.0,-8.0,68.0,68.0,-66.0
8389,-23.0,-41.0,-135.0,-1.0,3.0,97.0,-7.0,69.0,67.0,-65.0
8390,-22.0,-42.0,-136.0,0.0,2.0,96.0,-6.0,70.0,66.0,-64.0
8391,-23.0,-41.0,-137.0,-1.0,3.0,95.0,-5.0,71.0,65.0,-63.0
8392,-22.0,-40.0,-136.0,0.0,4.0,96.0,-4.0,72.0,66.0,-64.0
8393,-21.0,-39.0,-135.0,1.0,3.0,95.0,-5.0,71.0,65.0,-63.0
8394,-20.0,-40.0,-134.0,0.0,4.0,94.0,-4.0,70.0,66.0,-64.0
8395,-19.0,-39.0,-133.0,1.0,5.0,95.0,-3.0,71.0,67.0,-63.0
8396,-20.0,-38.0,-132.0,0.0,4.0,96.0,-2.0,70.0,66.0,-62.0
8397,-21.0,-39.0,-133.0,-1.0,3.0,95.0,-3.0,69.0,65.0,-61.0
8398,-22.0,-38.0,-132.0,-2.0,2.0,96.0,-4.0,68.0,66.0,-60.0
8399,-21.0,-37.0,-133.0,-3.0,1.0,97.0,-3.0,69.0,65.0,-61.0
8400,-22.0,-36.0,-134.0,-2.0,0.0,98.0,-4.0,70.0,64.0,-62.0
8401,-21.0,-35.0,-133.0,-3.0,-1.0,97.0,-3.0,71.0,65.0,-63.0
8402,-22.0,-34.0,-134.0,-4.0,0.0,96.0,-2.0,72.0,64.0,-62.0
8403,-21.0,-33.0,-135.0,-5.0,-1.0,97.0,-1.0,73.0,63.0,-63.0
8404,-22.0,-32.0,-136.0,-4.0,-2.0,96.0,0.0,72.0,64.0,-64.0
8405,-21.0,-31.0,-135.0,-3.0,-1.0,95.0,-1.0,71.0,63.0,-65.0
8406,-22.0,-32.0,-136.0,-4.0,-2.0,94.0,-2.0,70.0,62.0,-66.0
8407,-21.0,-33.0,-135.0,-3.0,-3.0,95.0,-3.0,69.0,63.0,-67.0
8408,-22.0,-34.0,-136.0,-4.0,-4.0,94.0,-4.0,68.0,62.0,-68.0
8409,-21.0,-33.0,-137.0,-5.0,-3.0,95.0,-5.0,67.0,63.0,-67.0
8410,-20.0,-34.0,-136.0,-6.0,-2.0,94.0,-4.0,66.0,64.0,-68.0
8411,-19.0,-35.0,-137.0,-5.0,-1.0,93.0,-5.0,67.0,65.0,-69.0
8412,-18.0,-34.0,-136.0,-6.0,-2.0,92.0,-4.0,68.0,66.0,-70.0
8413,-19.0,-35.0,-135.0,-5.0,-3.0,91.0,-5.0,69.0,67.0,-71.0
8414,-18.0,-34.0,-136.0,-6.0,-2.0,92.0,-4.0,68.0,66.0,-70.0
8415,-17.0,-35.0,-135.0,-7.0,-1.0,91.0,-3.0,69.0,65.0,-69.0
8416,-16.0,-36.0,-136.0,-6.0,0.0,90.0,-4.0,70.0,66.0,-70.0
8417,-17.0,-37.0,-135.0,-5.0,-1.0,89.0,-3.0,71.0,67.0,-71.0
8418,-18.0,-38.0,-136.0,-6.0,0.0,90.0,-2.0,72.0,66.0,-72.0
8419,-19.0,-37.0,-137.0,-7.0,1.0,89.0,-1.0,73.0,65.0,-71.0
8420,-20.0,-36.0,-136.0,-8.0,0.0,90.0,0.0,72.0,64.0,-70.0
8421,-19.0,-37.0,-135.0,-9.0,-1.0,91.0,-1.0,73.0,63.0,-71.0
8422,-20.0,-36.0,-136.0,-8.0,0.0,90.0,0.0,72.0,62.0,-70.0
8423,-21.0,-35.0,-137.0,-7.0,-1.0,91.0,-1.0,73.0,61.0,-69.0
8424,-20.0,-34.0,-138.0,-8.0,0.0,92.0,0.0,72.0,60.0,-68.0
8425,-21.0,-33.0,-139.0,-7.0,-1.0,93.0,-1.0,73.0,59.0,-67.0
8426,-22.0,-34.0,-138.0,-6.0,0.0,92.0,-2.0,74.0,60.0,-66.0
8427,-23.0,-35.0,-139.0,-5.0,1.0,93.0,-1.0,73.0,59.0,-67.0
8428,-22.0,-34.0,-138.0,-4.0,0.0,92.0,-2.0,72.0,58.0,-66.0
8429,-23.0,-33.0,-137.0,-5.0,1.0,93.0,-3.0,71.0,59.0,-67.0
8430,-24.0,-32.0,-136.0,-6.0,0.0,94.0,-4.0,70.0,60.0,-66.0
8431,-23.0,-33.0,-137.0,-5.0,1.0,93.0,-5.0,71.0,59.0,-67.0
8432,-24.0,-32.0,-136.0,-6.0,2.0,94.0,-6.0,72.0,60.0,-68.0
8433,-25.0,-31.0,-137.0,-5.0,3.0,93.0,-5.0,71.0,59.0,-67.0
8434,-24.0,-32.0,-136.0,-4.0,2.0,94.0,-6.0,70.0,60.0,-68.0
8435,-23.0,-33.0,-137.0,-3.0,3.0,93.0,-7.0,71.0,59.0,-69.0
8436,-22.0,-32.0,-138.0,-4.0,4.0,94.0,-6.0,70.0,58.0,-68.0
8437,-21.0,-31.0,-139.0,-5.0,5.0,95.0,-7.0,69.0,59.0,-67.0
8438,-20.0,-30.0,-138.0,-4.0,6.0,96.0,-6.0,70.0,60.0,-66.0
8439,-21.0,-31.0,-139.0,-3.0,7.0,97.0,-7.0,69.0,59.0,-65.0
8440,-20.0,-32.0,-138.0,-4.0,8.0,98.0,-8.0,70.0,58.0,-64.0
8441,-21.0,-31.0,-139.0,-3.0,7.0,99.0,-7.0,69.0,59.0,-65.0
8442,-22.0,-32.0,-140.0,-2.0,8.0,100.0,-8.0,68.0,58.0,-66.0
8443,-21.0,-33.0,-141.0,-1.0,7.0,99.0,-7.0,69.0,57.0,-65.0
8444,-20.0,-34.0,-142.0,0.0,6.0,98.0,-6.0,70.0,56.0,-64.0
8445,-19.0,-35.0,-141.0,1.0,5.0,99.0,-7.0,69.0,57.0,-65.0
8446,-18.0,-34.0,-142.0,0.0,6.0,100.0,-8.0,68.0,58.0,-64.0
8447,-17.0,-33.0,-141.0,-1.0,5.0,99.0,-9.0,69.0,59.0,-63.0
8448,-18.0,-34.0,-142.0,-2.0,6.0,100.0,-8.0,70.0,58.0,-64.0
8449,-17.0,-35.0,-141.0,-3.0,5.0,101.0,-9.0,71.0,57.0,-65.0
8450,-16.0,-34.0,-140.0,-2.0,6.0,102.0,-8.0,72.0,58.0,-64.0
8451,-17.0,-33.0,-139.0,-3.0,7.0,103.0,-9.0,73.0,59.0,-65.0
8452,-18.0,-32.0,-138.0,-4.0,8.0,104.0,-10.0,72.0,60.0,-66.0
8453,-17.0,-31.0,-137.0,-3.0,9.0,103.0,-11.0,71.0,59.0,-67.0
8454,-16.0,-32.0,-136.0,-4.0,8.0,104.0,-12.0,72.0,58.0,-68.0
8455,-15.0,-33.0,-135.0,-5.0,9.0,103.0,-11.0,71.0,59.0,-69.0
8456,-14.0,-32.0,-134.0,-4.0,10.0,104.0,-10.0,72.0,60.0,-68.0
8457,-15.0,-31.0,-133.0,-5.0,9.0,105.0,-9.0,71.0,59.0,-67.0
8458,-16.0,-30.0,-134.0,-4.0,8.0,106.0,-8.0,70.0,60.0,-68.0
8459,-17.0,-29.0,-135.0,-5.0,9.0,105.0,-9.0,71.0,59.0,-69.0
8460,-16.0,-30.0,-136.0,-4.0,10.0,104.0,-10.0,72.0,60.0,-70.0
8461,-15.0,-31.0,-135.0,-5.0,9.0,105.0,-11.0,73.0,59.0,-71.0
8462,-16.0,-32.0,-136.0,-6.0,8.0,104.0,-12.0,72.0,58.0,-72.0
8463,-17.0,-31.0,-137.0,-5.0,7.0,105.0,-13.0,71.0,59.0,-73.0
8464,-18.0,-32.0,-136.0,-4.0,6.0,104.0,-12.0,72.0,58.0,-74.0
8465,-17.0,-31.0,-137.0,-5.0,7.0,105.0,-13.0,71.0,57.0,-73.0
8466,-16.0,-30.0,-136.0,-4.0,8.0,106.0,-14.0,70.0,56.0,-74.0
8467,-17.0,-31.0,-135.0,-3.0,7.0,105.0,-13.0,71.0,55.0,-75.0
8468,-16.0,-32.0,-134.0,-4.0,8.0,104.0,-12.0,70.0,54.0,-74.0
8469,-15.0,-33.0,-133.0,-5.0,9.0,103.0,-11.0,69.0,55.0,-75.0
8470,-16.0,-34.0,-134.0,-6.0,10.0,104.0,-10.0,70.0,56.0,-76.0
8471,-17.0,-35.0,-133.0,-5.0,9.0,103.0,-11.0,71.0,57.0,-77.0
8472,-18.0,-34.0,-134.0,-6.0,10.0,102.0,-12.0,72.0,56.0,-78.0
8473,-19.0,-35.0,-135.0,-7.0,11.0,103.0,-11.0,73.0,55.0,-79.0
8474,-20.0,-34.0,-136.0,-8.0,12.0,102.0,-10.0,74.0,54.0,-78.0
8475,-19.0,-33.0,-135.0,-7.0,11.0,101.0,-11.0,73.0,53.0,-77.0
8476,-18.0,-32.0,-136.0,-8.0,10.0,102.0,-10.0,74.0,52.0,-78.0
8477,-19.0,-33.0,-137.0,-9.0,9.0,101.0,-11.0,73.0,51.0,-79.0
8478,-18.0,-34.0,-138.0,-8.0,10.0,100.0,-10.0,74.0,50.0,-80.0
8479,-19.0,-33.0,-139.0,-9.0,11.0,99.0,-9.0,75.0,49.0,-79.0
8480,-20.0,-34.0,-138.0,-8.0,12.0,98.0,-10.0,74.0,50.0,-78.0
8481,-19.0,-33.0,-137.0,-9.0,11.0,97.0,-9.0,75.0,51.0,-77.0
8482,-20.0,-34.0,-138.0,-10.0,10.0,96.0,-8.0,76.0,52.0,-76.0
8483,-21.0,-35.0,-137.0,-9.0,9.0,95.0,-7.0,77.0,53.0,-77.0
8484,-22.0,-36.0,-138.0,-10.0,8.0,96.0,-6.0,78.0,54.0,-76.0
8485,-21.0,-37.0,-137.0,-11.0,9.0,95.0,-7.0,79.0,53.0,-75.0
8486,-22.0,-38.0,-136.0,-10.0,10.0,94.0,-8.0,80.0,54.0,-74.0
8487,-23.0,-37.0,-137.0,-11.0,11.0,93.0,-7.0,81.0,53.0,-73.0
8488,-22.0,-36.0,-136.0,-10.0,12.0,92.0,-8.0,80.0,52.0,-74.0
8489,-21.0,-35.0,-135.0,-11.0,11.0,91.0,-7.0,81.0,53.0,-75.0
8490,-20.0,-34.0,-134.0,-10.0,12.0,90.0,-8.0,80.0,52.0,-76.0
8491,-19.0,-35.0,-135.0,-9.0,11.0,89.0,-7.0,81.0,51.0,-75.0
8492,-20.0,-34.0,-134.0,-10.0,12.0,90.0,-8.0,82.0,52.0,-76.0
8493,-21.0,-33.0,-135.0,-9.0,11.0,91.0,-9.0,83.0,51.0,-75.0
8494,-20.0,-34.0,-134.0,-10.0,12.0,92.0,-10.0,84.0,50.0,-74.0
8495,-19.0,-35.0,-135.0,-9.0,13.0,91.0,-11.0,85.0,51.0,-75.0
8496,-20.0,-36.0,-134.0,-8.0,14.0,90.0,-12.0,84.0,52.0,-74.0
8497,-21.0,-37.0,-135.0,-9.0,13.0,89.0,-13.0,83.0,51.0,-75.0
8498,-22.0,-38.0,-136.0,-10.0,14.0,90.0,-12.0,84.0,50.0,-76.0
8499,-21.0,-37.0,-137.0,-11.0,13.0,91.0,-11.0,85.0,49.0,-77.0
8500,-22.0,-36.0,-138.0,-10.0,12.0,92.0,-12.0,86.0,50.0,-78.0
8501,-23.0,-35.0,-139.0,-9.0,11.0,91.0,-11.0,85.0,51.0,-79.0
8502,-24.0,-34.0,-140.0,-8.0,10.0,92.0,-12.0,86.0,50.0,-78.0
8503,-23.0,-33.0,-139.0,-7.0,11.0,93.0,-11.0,87.0,51.0,-77.0
8504,-22.0,-34.0,-138.0,-8.0,12.0,92.0,-10.0,86.0,52.0,-78.0
8505,-21.0,-35.0,-137.0,-7.0,11.0,93.0,-9.0,85.0,53.0,-77.0
8506,-20.0,-36.0,-136.0,-8.0,12.0,92.0,-8.0,84.0,54.0,-78.0
8507,-19.0,-35.0,-135.0,-7.0,13.0,93.0,-7.0,85.0,55.0,-79.0
8508,-20.0,-36.0,-134.0,-6.0,12.0,92.0,-6.0,86.0,54.0,-80.0
8509,-19.0,-35.0,-133.0,-5.0,13.0,93.0,-5.0,87.0,55.0,-79.0
8510,-20.0,-36.0,-134.0,-4.0,14.0,94.0,-4.0,86.0,54.0,-80.0
8511,-19.0,-35.0,-135.0,-5.0,15.0,95.0,-3.0,85.0,53.0,-79.0
8512,-20.0,-36.0,-134.0,-4.0,14.0,94.0,-2.0,86.0,52.0,-80.0
8513,-21.0,-35.0,-133.0,-5.0,15.0,95.0,-3.0,85.0,53.0,-81.0
8514,-22.0,-34.0,-134.0,-4.0,14.0,94.0,-2.0,84.0,54.0,-82.0
8515,-23.0,-35.0,-135.0,-5.0,13.0,93.0,-3.0,83.0,53.0,-83.0
8516,-22.0,-34.0,-136.0,-6.0,14.0,94.0,-4.0,82.0,54.0,-82.0
8517,-23.0,-35.0,-137.0,-7.0,13.0,93.0,-5.0,81.0,53.0,-83.0
8518,-22.0,-36.0,-138.0,-6.0,12.0,92.0,-4.0,80.0,52.0,-82.0
8519,-21.0,-35.0,-137.0,-5.0,13.0,93.0,-3.0,81.0,53.0,-81.0
8520,-22.0,-36.0,-136.0,-4.0,12.0,92.0,-2.0,82.0,52.0,-82.0
8521,-21.0,-35.0,-135.0,-3.0,13.0,93.0,-1.0,81.0,51.0,-83.0
8522,-20.0,-34.0,-134.0,-4.0,12.0,92.0,0.0,82.0,52.0,-84.0
8523,-19.0,-33.0,-133.0,-5.0,11.0,91.0,-1.0,83.0,53.0,-83.0
8524,-20.0,-32.0,-134.0,-4.0,10.0,90.0,0.0,82.0,54.0,-84.0
8525,-19.0,-33.0,-135.0,-3.0,11.0,89.0,1.0,83.0,53.0,-85.0
8526,-18.0,-34.0,-134.0,-2.0,10.0,90.0,2.0,82.0,54.0,-84.0
8527,-17.0,-33.0,-133.0,-1.0,11.0,91.0,3.0,83.0,55.0,-83.0
8528,-16.0,-32.0,-132.0,-2.0,10.0,90.0,2.0,84.0,56.0,-82.0
8529,-15.0,-33.0,-131.0,-3.0,9.0,91.0,1.0,85.0,57.0,-83.0
8530,-14.0,-34.0,-130.0,-4.0,8.0,92.0,0.0,86.0,56.0,-84.0
8531,-15.0,-35.0,-131.0,-5.0,7.0,91.0,-1.0,85.0,55.0,-83.0
8532,-16.0,-36.0,-132.0,-6.0,8.0,92.0,0.0,86.0,54.0,-84.0
8533,-17.0,-37.0,-131.0,-5.0,9.0,91.0,-1.0,87.0,55.0,-83.0
8534,-18.0,-38.0,-132.0,-6.0,8.0,90.0,-2.0,86.0,54.0,-84.0
8535,-17.0,-37.0,-131.0,-5.0,9.0,91.0,-3.0,85.0,53.0,-85.0
8536,-16.0,-38.0,-130.0,-6.0,10.0,92.0,-4.0,86.0,52.0,-84.0
8537,-17.0,-37.0,-131.0,-5.0,9.0,91.0,-3.0,85.0,53.0,-85.0
8538,-18.0,-36.0,-132.0,-4.0,10.0,90.0,-2.0,84.0,54.0,-84.0
8539,-19.0,-35.0,-133.0,-5.0,11.0,89.0,-3.0,85.0,53.0,-85.0
8540,-18.0,-34.0,-132.0,-4.0,10.0,88.0,-4.0,84.0,54.0,-84.0
8541,-19.0,-35.0,-133.0,-5.0,11.0,89.0,-3.0,85.0,55.0,-85.0
8542,-18.0,-36.0,-134.0,-4.0,10.0,88.0,-2.0,86.0,54.0,-84.0
8543,-17.0,-35.0,-133.0,-3.0,11.0,89.0,-1.0,87.0,53.0,-85.0
8544,-18.0,-34.0,-134.0,-4.0,12.0,88.0,0.0,88.0,52.0,-84.0
8545,-19.0,-33.0,-135.0,-3.0,11.0,89.0,-1.0,89.0,51.0,-83.0
8546,-20.0,-32.0,-134.0,-4.0,12.0,90.0,-2.0,90.0,52.0,-84.0
8547,-19.0,-31.0,-133.0,-3.0,13.0,91.0,-1.0,91.0,53.0,-83.0
8548,-20.0,-30.0,-132.0,-4.0,12.0,92.0,0.0,90.0,52.0,-82.0
8549,-21.0,-31.0,-133.0,-5.0,11.0,93.0,1.0,91.0,53.0,-81.0
8550,-20.0,-32.0,-132.0,-6.0,12.0,92.0,2.0,90.0,54.0,-82.0
8551,-21.0,-33.0,-133.0,-7.0,11.0,91.0,1.0,89.0,53.0,-81.0
8552,-20.0,-34.0,-132.0,-6.0,10.0,92.0,2.0,88.0,54.0,-82.0
8553,-19.0,-35.0,-133.0,-5.0,11.0,91.0,1.0,89.0,55.0,-83.0
8554,-18.0,-36.0,-134.0,-4.0,12.0,90.0,0.0,90.0,54.0,-84.0
8555,-19.0,-37.0,-135.0,-3.0,13.0,91.0,-1.0,89.0,53.0,-83.0
8556,-18.0,-36.0,-136.0,-4.0,12.0,92.0,0.0,88.0,52.0,-84.0
8557,-17.0,-37.0,-135.0,-5.0,11.0,93.0,-1.0,89.0,53.0,-85.0
8558,-18.0,-38.0,-136.0,-6.0,10.0,94.0,0.0,90.0,54.0,-84.0
8559,-17.0,-39.0,-135.0,-7.0,11.0,93.0,1.0,89.0,55.0,-85.0
8560,-18.0,-38.0,-134.0,-8.0,12.0,94.0,0.0,90.0,56.0,-86.0
8561,-19.0,-39.0,-135.0,-7.0,13.0,95.0,-1.0,89.0,55.0,-85.0
8562,-20.0,-40.0,-136.0,-8.0,12.0,94.0,-2.0,88.0,54.0,-86.0
8563,-21.0,-39.0,-137.0,-7.0,13.0,93.0,-1.0,87.0,53.0,-85.0
8564,-22.0,-40.0,-138.0,-6.0,14.0,94.0,0.0,86.0,52.0,-86.0
8565,-23.0,-39.0,-137.0,-7.0,13.0,95.0,1.0,85.0,51.0,-85.0
8566,-22.0,-40.0,-136.0,-8.0,14.0,94.0,2.0,84.0,52.0,-86.0
8567,-21.0,-41.0,-135.0,-7.0,13.0,95.0,3.0,83.0,53.0,-85.0
8568,-22.0,-42.0,-136.0,-6.0,14.0,96.0,4.0,82.0,52.0,-86.0
8569,-21.0,-43.0,-135.0,-5.0,13.0,97.0,5.0,81.0,53.0,-85.0
8570,-20.0,-44.0,-134.0,-4.0,12.0,98.0,4.0,80.0,54.0,-86.0
8571,-19.0,-43.0,-133.0,-5.0,11.0,97.0,3.0,81.0,55.0,-85.0
8572,-18.0,-42.0,-132.0,-6.0,10.0,96.0,4.0,82.0,56.0,-84.0
8573,-19.0,-41.0,-131.0,-7.0,9.0,97.0,5.0,81.0,55.0,-83.0
8574,-18.0,-40.0,-130.0,-6.0,8.0,96.0,4.0,80.0,54.0,-82.0
8575,-19.0,-39.0,-129.0,-7.0,9.0,97.0,3.0,81.0,55.0,-83.0
8576,-20.0,-38.0,-128.0,-8.0,10.0,98.0,2.0,80.0,56.0,-84.0
8577,-19.0,-39.0,-129.0,-7.0,11.0,97.0,1.0,81.0,57.0,-85.0
8578,-18.0,-40.0,-128.0,-8.0,12.0,98.0,0.0,82.0,56.0,-84.0
8579,-17.0,-41.0,-127.0,-9.0,13.0,97.0,1.0,81.0,57.0,-83.0
8580,-18.0,-42.0,-126.0,-8.0,12.0,96.0,0.0,82.0,58.0,-84.0
8581,-19.0,-43.0,-127.0,-9.0,13.0,97.0,1.0,83.0,59.0,-85.0
8582,-20.0,-42.0,-126.0,-10.0,12.0,98.0,2.0,82.0,58.0,-84.0
8583,-21.0,-43.0,-127.0,-11.0,11.0,97.0,1.0,81.0,57.0,-85.0
8584,-22.0,-44.0,-126.0,-10.0,12.0,96.0,0.0,80.0,58.0,-84.0
8585,-23.0,-45.0,-125.0,-9.0,13.0,95.0,-1.0,79.0,59.0,-83.0
8586,-22.0,-46.0,-124.0,-10.0,14.0,94.0,0.0,78.0,60.0,-84.0
8587,-23.0,-45.0,-125.0,-11.0,15.0,93.0,-1.0,79.0,59.0,-85.0
8588,-22.0,-44.0,-124.0,-12.0,14.0,92.0,-2.0,80.0,60.0,-84.0
8589,-23.0,-45.0,-125.0,-13.0,13.0,91.0,-3.0,79.0,59.0,-85.0
8590,-22.0,-46.0,-126.0,-12.0,12.0,90.0,-2.0,80.0,58.0,-84.0
8591,-21.0,-45.0,-125.0,-11.0,13.0,91.0,-1.0,81.0,59.0,-83.0
8592,-20.0,-44.0,-124.0,-10.0,14.0,90.0,-2.0,80.0,58.0,-84.0
8593,-21.0,-43.0,-123.0,-11.0,13.0,91.0,-1.0,79.0,57.0,-83.0
8594,-22.0,-44.0,-122.0,-10.0,14.0,90.0,-2.0,80.0,58.0,-82.0
8595,-23.0,-45.0,-121.0,-9.0,13.0,89.0,-3.0,81.0,59.0,-83.0
